deviceId,timestamp,opticalR,opticalG,opticalB,conductivityMv,purityPercentage,hexCode
Milk,1782227056000,108,110,116,1340,10.00,#6C6E74
Milk,1782227056000,107,109,112,1328,10.00,#6B6D70
Milk,1782227055000,108,110,114,1335,10.00,#6C6E72
Milk,1782227055000,104,107,115,1331,10.00,#686B73
Milk,1782227055000,107,113,115,1343,10.00,#6B7173
Milk,1782227055000,106,112,117,1344,10.00,#6A7075
Milk,1782227055000,104,108,116,1331,10.00,#686C74
Milk,1782227054000,103,109,116,1338,10.00,#676D74
Milk,1782227054000,108,113,116,1334,10.00,#6C7174
Milk,1782227054000,108,108,113,1328,10.00,#6C6C71
Milk,1782227054000,105,110,113,1325,10.00,#696E71
Milk,1782227054000,103,110,113,1329,10.00,#676E71
Milk,1782227053000,103,109,116,1341,10.00,#676D74
Milk,1782227053000,102,107,112,1327,10.00,#666B70
Milk,1782227053000,102,110,118,1335,10.00,#666E76
Milk,1782227053000,102,110,117,1342,10.00,#666E75
Milk,1782227053000,108,108,116,1338,10.00,#6C6C74
Milk,1782227052000,106,107,112,1344,10.00,#6A6B70
Milk,1782227052000,105,108,115,1326,10.00,#696C73
Milk,1782227052000,102,108,117,1331,10.00,#666C75
Milk,1782227052000,106,109,113,1327,10.00,#6A6D71
Milk,1782227052000,105,111,118,1326,10.00,#696F76
Milk,1782227051000,104,107,113,1334,10.00,#686B71
Milk,1782227051000,103,111,114,1339,10.00,#676F72
Milk,1782227051000,105,108,113,1342,10.00,#696C71
Milk,1782227051000,103,112,112,1337,10.00,#677070
Milk,1782227051000,107,111,116,1331,10.00,#6B6F74
Milk,1782227050000,108,111,116,1335,10.00,#6C6F74
Milk,1782227050000,104,107,113,1331,10.00,#686B71
Milk,1782227050000,107,109,116,1340,10.00,#6B6D74
Milk,1782227050000,105,108,115,1330,10.00,#696C73
Milk,1782227050000,103,111,117,1344,10.00,#676F75
Milk,1782227049000,106,108,115,1342,10.00,#6A6C73
Milk,1782227049000,104,107,113,1327,10.00,#686B71
Milk,1782227049000,108,108,114,1336,10.00,#6C6C72
Milk,1782227049000,102,107,113,1339,10.00,#666B71
Milk,1782227049000,105,113,113,1336,10.00,#697171
Milk,1782227048000,108,109,115,1339,10.00,#6C6D73
Milk,1782227048000,106,107,114,1328,10.00,#6A6B72
Milk,1782227048000,102,108,116,1338,10.00,#666C74
Milk,1782227048000,108,111,112,1333,10.00,#6C6F70
Milk,1782227048000,102,112,115,1333,10.00,#667073
Milk,1782227047000,106,113,114,1340,10.00,#6A7172
Milk,1782227047000,103,108,112,1341,10.00,#676C70
Milk,1782227047000,103,111,114,1343,10.00,#676F72
Milk,1782227047000,108,107,114,1328,10.00,#6C6B72
Milk,1782227047000,105,111,115,1336,10.00,#696F73
Milk,1782227046000,108,109,118,1325,10.00,#6C6D76
Milk,1782227046000,107,111,116,1338,10.00,#6B6F74
Milk,1782227046000,103,108,115,1345,10.00,#676C73
Milk,1782227046000,107,108,117,1341,10.00,#6B6C75
Milk,1782227046000,106,111,115,1332,10.00,#6A6F73
Milk,1782227045000,103,107,112,1338,10.00,#676B70
Milk,1782227045000,103,110,115,1329,10.00,#676E73
Milk,1782227045000,108,112,118,1328,10.00,#6C7076
Milk,1782227045000,106,111,114,1343,10.00,#6A6F72
Milk,1782227045000,105,112,117,1338,10.00,#697075
Milk,1782227044000,106,112,112,1339,10.00,#6A7070
Milk,1782227044000,102,109,118,1334,10.00,#666D76
Milk,1782227044000,103,109,117,1340,10.00,#676D75
Milk,1782227044000,104,108,115,1326,10.00,#686C73
Milk,1782227044000,103,113,117,1326,10.00,#677175
Milk,1782227043000,107,108,113,1336,10.00,#6B6C71
Milk,1782227043000,106,112,115,1342,10.00,#6A7073
Milk,1782227043000,105,108,112,1332,10.00,#696C70
Milk,1782227043000,107,111,113,1326,10.00,#6B6F71
Milk,1782227043000,103,110,114,1325,10.00,#676E72
Milk,1782227042000,103,109,117,1345,10.00,#676D75
Milk,1782227042000,107,113,114,1325,10.00,#6B7172
Milk,1782227042000,102,109,116,1337,10.00,#666D74
Milk,1782227042000,104,107,116,1329,10.00,#686B74
Milk,1782227042000,106,113,116,1327,10.00,#6A7174
Milk,1782227041000,103,107,115,1343,10.00,#676B73
Milk,1782227041000,105,107,117,1327,10.00,#696B75
Milk,1782227041000,107,108,115,1330,10.00,#6B6C73
Milk,1782227041000,105,109,116,1327,10.00,#696D74
Milk,1782227041000,106,109,118,1345,10.00,#6A6D76
Milk,1782227040000,103,113,118,1334,10.00,#677176
Milk,1782227040000,106,108,117,1331,10.00,#6A6C75
Milk,1782227040000,107,108,115,1343,10.00,#6B6C73
Milk,1782227040000,102,107,112,1325,10.00,#666B70
Milk,1782227040000,105,110,112,1335,10.00,#696E70
Milk,1782227039000,102,109,116,1333,10.00,#666D74
Milk,1782227039000,108,113,113,1329,10.00,#6C7171
Milk,1782227039000,108,110,115,1341,10.00,#6C6E73
Milk,1782227039000,103,113,116,1338,10.00,#677174
Milk,1782227039000,102,109,114,1327,10.00,#666D72
Milk,1782227038000,104,109,118,1327,10.00,#686D76
Milk,1782227038000,108,111,118,1340,10.00,#6C6F76
Milk,1782227038000,108,113,113,1326,10.00,#6C7171
Milk,1782227038000,104,113,113,1333,10.00,#687171
Milk,1782227038000,103,109,112,1325,10.00,#676D70
Milk,1782227037000,103,108,118,1333,10.00,#676C76
Milk,1782227037000,108,109,113,1332,10.00,#6C6D71
Milk,1782227037000,102,113,118,1332,10.00,#667176
Milk,1782227037000,107,113,114,1339,10.00,#6B7172
Milk,1782227037000,107,110,113,1337,10.00,#6B6E71
Milk,1782227036000,105,108,117,1326,10.00,#696C75
Milk,1782227036000,105,112,113,1333,10.00,#697071
Milk,1782227036000,102,111,118,1330,10.00,#666F76
Milk,1782227036000,103,110,114,1333,10.00,#676E72
Milk,1782227036000,106,110,113,1327,10.00,#6A6E71
Milk,1782227035000,106,113,113,1335,10.00,#6A7171
Milk,1782227035000,106,110,115,1339,10.00,#6A6E73
Milk,1782227035000,103,109,116,1330,10.00,#676D74
Milk,1782227035000,103,109,115,1335,10.00,#676D73
Milk,1782227035000,103,110,115,1335,10.00,#676E73
Milk,1782227034000,107,113,114,1335,10.00,#6B7172
Milk,1782227034000,104,113,118,1330,10.00,#687176
Milk,1782227034000,107,113,118,1326,10.00,#6B7176
Milk,1782227034000,107,109,112,1335,10.00,#6B6D70
Milk,1782227034000,105,113,117,1334,10.00,#697175
Milk,1782227033000,108,108,117,1327,10.00,#6C6C75
Milk,1782227033000,102,107,114,1330,10.00,#666B72
Milk,1782227033000,107,109,116,1340,10.00,#6B6D74
Milk,1782227033000,108,107,115,1331,10.00,#6C6B73
Milk,1782227033000,108,111,114,1342,10.00,#6C6F72
Milk,1782227032000,108,110,112,1325,10.00,#6C6E70
Milk,1782226949000,164,167,172,1627,70.00,#A4A7AC
Milk,1782226948000,167,171,173,1626,70.00,#A7ABAD
Milk,1782226948000,164,169,175,1616,70.00,#A4A9AF
Milk,1782226948000,168,167,177,1622,70.00,#A8A7B1
Milk,1782226948000,163,170,174,1620,70.00,#A3AAAE
Milk,1782226948000,166,170,178,1625,70.00,#A6AAB2
Milk,1782226947000,164,168,178,1616,70.00,#A4A8B2
Milk,1782226947000,163,171,175,1613,70.00,#A3ABAF
Milk,1782226947000,168,169,173,1626,70.00,#A8A9AD
Milk,1782226947000,167,172,172,1620,70.00,#A7ACAC
Milk,1782226947000,162,172,174,1623,70.00,#A2ACAE
Milk,1782226946000,165,173,177,1613,70.00,#A5ADB1
Milk,1782226946000,168,170,175,1621,70.00,#A8AAAF
Milk,1782226946000,163,169,176,1610,70.00,#A3A9B0
Milk,1782226946000,167,170,178,1625,70.00,#A7AAB2
Milk,1782226946000,167,170,173,1630,70.00,#A7AAAD
Milk,1782226945000,163,167,178,1617,70.00,#A3A7B2
Milk,1782226945000,163,173,173,1614,70.00,#A3ADAD
Milk,1782226945000,162,168,178,1617,70.00,#A2A8B2
Milk,1782226945000,162,173,172,1610,70.00,#A2ADAC
Milk,1782226945000,168,173,174,1627,70.00,#A8ADAE
Milk,1782226944000,163,169,173,1626,70.00,#A3A9AD
Milk,1782226944000,165,172,174,1619,70.00,#A5ACAE
Milk,1782226944000,164,167,172,1615,70.00,#A4A7AC
Milk,1782226944000,168,167,172,1611,70.00,#A8A7AC
Milk,1782226944000,164,168,174,1630,70.00,#A4A8AE
Milk,1782226943000,163,168,178,1610,70.00,#A3A8B2
Milk,1782226943000,168,173,172,1611,70.00,#A8ADAC
Milk,1782226943000,166,169,174,1614,70.00,#A6A9AE
Milk,1782226943000,165,170,172,1610,70.00,#A5AAAC
Milk,1782226943000,163,167,176,1630,70.00,#A3A7B0
Milk,1782226942000,163,173,176,1630,70.00,#A3ADB0
Milk,1782226942000,163,170,174,1610,70.00,#A3AAAE
Milk,1782226942000,162,173,175,1630,70.00,#A2ADAF
Milk,1782226942000,162,173,172,1621,70.00,#A2ADAC
Milk,1782226942000,164,172,172,1620,70.00,#A4ACAC
Milk,1782226941000,162,169,174,1629,70.00,#A2A9AE
Milk,1782226941000,166,173,175,1620,70.00,#A6ADAF
Milk,1782226941000,165,170,176,1622,70.00,#A5AAB0
Milk,1782226941000,166,172,172,1620,70.00,#A6ACAC
Milk,1782226941000,167,172,177,1627,70.00,#A7ACB1
Milk,1782226940000,165,167,172,1616,70.00,#A5A7AC
Milk,1782226940000,165,170,173,1610,70.00,#A5AAAD
Milk,1782226940000,164,167,178,1627,70.00,#A4A7B2
Milk,1782226940000,162,173,178,1612,70.00,#A2ADB2
Milk,1782226940000,164,168,177,1610,70.00,#A4A8B1
Milk,1782226939000,168,173,176,1626,70.00,#A8ADB0
Milk,1782226939000,163,170,173,1622,70.00,#A3AAAD
Milk,1782226939000,165,171,176,1617,70.00,#A5ABB0
Milk,1782226939000,168,168,175,1629,70.00,#A8A8AF
Milk,1782226939000,167,171,175,1629,70.00,#A7ABAF
Milk,1782226938000,168,172,173,1622,70.00,#A8ACAD
Milk,1782226938000,167,167,173,1628,70.00,#A7A7AD
Milk,1782226938000,163,173,172,1630,70.00,#A3ADAC
Milk,1782226938000,165,168,175,1613,70.00,#A5A8AF
Milk,1782226938000,167,171,178,1623,70.00,#A7ABB2
Milk,1782226937000,163,169,174,1619,70.00,#A3A9AE
Milk,1782226937000,164,169,172,1624,70.00,#A4A9AC
Milk,1782226937000,167,167,173,1626,70.00,#A7A7AD
Milk,1782226937000,167,171,178,1621,70.00,#A7ABB2
Milk,1782226937000,164,170,175,1620,70.00,#A4AAAF
Milk,1782226936000,162,173,173,1626,70.00,#A2ADAD
Milk,1782226936000,162,169,178,1617,70.00,#A2A9B2
Milk,1782226936000,164,172,176,1629,70.00,#A4ACB0
Milk,1782226936000,162,173,172,1610,70.00,#A2ADAC
Milk,1782226936000,167,170,178,1617,70.00,#A7AAB2
Milk,1782226935000,166,173,175,1615,70.00,#A6ADAF
Milk,1782226935000,162,173,178,1614,70.00,#A2ADB2
Milk,1782226935000,162,173,176,1623,70.00,#A2ADB0
Milk,1782226935000,162,170,173,1612,70.00,#A2AAAD
Milk,1782226935000,163,173,175,1617,70.00,#A3ADAF
Milk,1782226934000,168,167,178,1627,70.00,#A8A7B2
Milk,1782226934000,164,173,173,1622,70.00,#A4ADAD
Milk,1782226934000,167,168,173,1612,70.00,#A7A8AD
Milk,1782226934000,164,168,174,1625,70.00,#A4A8AE
Milk,1782226934000,162,171,178,1621,70.00,#A2ABB2
Milk,1782226933000,162,168,173,1628,70.00,#A2A8AD
Milk,1782226933000,166,173,176,1615,70.00,#A6ADB0
Milk,1782226933000,164,170,177,1629,70.00,#A4AAB1
Milk,1782226933000,168,170,178,1620,70.00,#A8AAB2
Milk,1782226933000,163,168,177,1610,70.00,#A3A8B1
Milk,1782226932000,164,171,175,1629,70.00,#A4ABAF
Milk,1782226932000,167,169,178,1627,70.00,#A7A9B2
Milk,1782226932000,167,173,175,1625,70.00,#A7ADAF
Milk,1782226932000,164,173,172,1618,70.00,#A4ADAC
Milk,1782226932000,167,172,174,1627,70.00,#A7ACAE
Milk,1782226931000,167,172,172,1616,70.00,#A7ACAC
Milk,1782226931000,163,170,178,1615,70.00,#A3AAB2
Milk,1782226931000,168,168,176,1623,70.00,#A8A8B0
Milk,1782226931000,164,168,174,1623,70.00,#A4A8AE
Milk,1782226931000,167,168,174,1611,70.00,#A7A8AE
Milk,1782226930000,164,170,172,1619,70.00,#A4AAAC
Milk,1782226930000,166,169,173,1630,70.00,#A6A9AD
Milk,1782226930000,164,167,175,1619,70.00,#A4A7AF
Milk,1782226930000,165,171,172,1611,70.00,#A5ABAC
Milk,1782226930000,166,170,178,1624,70.00,#A6AAB2
Milk,1782226929000,163,171,175,1625,70.00,#A3ABAF
Milk,1782226929000,164,167,177,1626,70.00,#A4A7B1
Milk,1782226929000,167,170,174,1611,70.00,#A7AAAE
Milk,1782226929000,165,169,175,1624,70.00,#A5A9AF
Milk,1782226929000,162,171,178,1619,70.00,#A2ABB2
Milk,1782226928000,167,168,177,1616,70.00,#A7A8B1
Milk,1782226928000,168,170,178,1617,70.00,#A8AAB2
Milk,1782226928000,164,168,175,1614,70.00,#A4A8AF
Milk,1782226928000,163,170,176,1618,70.00,#A3AAB0
Milk,1782226928000,166,170,173,1629,70.00,#A6AAAD
Milk,1782226927000,168,167,177,1611,70.00,#A8A7B1
Milk,1782226927000,163,170,174,1618,70.00,#A3AAAE
Milk,1782226927000,163,170,173,1619,70.00,#A3AAAD
Milk,1782226927000,168,168,175,1624,70.00,#A8A8AF
Milk,1782226927000,166,168,178,1626,70.00,#A6A8B2
Milk,1782226926000,167,171,176,1620,70.00,#A7ABB0
Milk,1782226926000,167,172,172,1628,70.00,#A7ACAC
Milk,1782226926000,162,170,173,1610,70.00,#A2AAAD
Milk,1782226926000,164,167,175,1629,70.00,#A4A7AF
Milk,1782226926000,168,168,177,1613,70.00,#A8A8B1
Milk,1782226925000,164,173,173,1628,70.00,#A4ADAD
Milk,1782226925000,165,167,173,1630,70.00,#A5A7AD
Milk,1782226925000,167,170,172,1627,70.00,#A7AAAC
Milk,1782226925000,163,168,177,1614,70.00,#A3A8B1
Milk,1782226925000,162,168,178,1623,70.00,#A2A8B2
Milk,1782226924000,165,169,175,1628,70.00,#A5A9AF
Milk,1782226924000,168,173,177,1610,70.00,#A8ADB1
Milk,1782226924000,167,171,172,1623,70.00,#A7ABAC
Milk,1782226924000,162,170,173,1618,70.00,#A2AAAD
Milk,1782226924000,166,172,178,1619,70.00,#A6ACB2
Milk,1782226923000,163,171,172,1615,70.00,#A3ABAC
Milk,1782226923000,165,171,176,1621,70.00,#A5ABB0
Milk,1782226923000,163,169,177,1615,70.00,#A3A9B1
Milk,1782226923000,167,169,173,1624,70.00,#A7A9AD
Milk,1782226923000,165,167,176,1621,70.00,#A5A7B0
Milk,1782226922000,164,172,176,1613,70.00,#A4ACB0
Milk,1782226922000,165,173,177,1611,70.00,#A5ADB1
Milk,1782226922000,168,171,175,1630,70.00,#A8ABAF
Milk,1782226922000,166,173,178,1619,70.00,#A6ADB2
Milk,1782226922000,164,167,173,1619,70.00,#A4A7AD
Milk,1782226921000,163,167,173,1630,70.00,#A3A7AD
Milk,1782226921000,166,171,173,1610,70.00,#A6ABAD
Milk,1782226921000,164,170,174,1624,70.00,#A4AAAE
Milk,1782226921000,163,169,174,1621,70.00,#A3A9AE
Milk,1782226921000,168,168,176,1623,70.00,#A8A8B0
Milk,1782226920000,164,168,175,1614,70.00,#A4A8AF
Milk,1782226920000,167,171,173,1630,70.00,#A7ABAD
Milk,1782226920000,166,168,174,1617,70.00,#A6A8AE
Milk,1782226920000,164,173,173,1610,70.00,#A4ADAD
Milk,1782226920000,164,168,177,1630,70.00,#A4A8B1
Milk,1782226919000,163,170,178,1613,70.00,#A3AAB2
Milk,1782226919000,165,170,178,1619,70.00,#A5AAB2
Milk,1782226919000,168,173,178,1626,70.00,#A8ADB2
Milk,1782226919000,168,170,176,1624,70.00,#A8AAB0
Milk,1782226919000,163,173,176,1619,70.00,#A3ADB0
Milk,1782226918000,168,167,172,1613,70.00,#A8A7AC
Milk,1782226918000,164,168,173,1626,70.00,#A4A8AD
Milk,1782226918000,168,172,178,1614,70.00,#A8ACB2
Milk,1782226918000,168,171,177,1611,70.00,#A8ABB1
Milk,1782226918000,167,172,177,1617,70.00,#A7ACB1
Milk,1782226917000,165,170,177,1624,70.00,#A5AAB1
Milk,1782226917000,168,171,178,1622,70.00,#A8ABB2
Milk,1782226917000,164,170,176,1630,70.00,#A4AAB0
Milk,1782226917000,166,172,175,1610,70.00,#A6ACAF
Milk,1782226917000,162,172,173,1620,70.00,#A2ACAD
Milk,1782226916000,165,171,177,1626,70.00,#A5ABB1
Milk,1782226916000,163,172,175,1623,70.00,#A3ACAF
Milk,1782226916000,163,170,178,1630,70.00,#A3AAB2
Milk,1782226916000,168,171,173,1619,70.00,#A8ABAD
Milk,1782226916000,167,173,172,1611,70.00,#A7ADAC
Milk,1782226915000,164,168,176,1619,70.00,#A4A8B0
Milk,1782226915000,164,172,176,1628,70.00,#A4ACB0
Milk,1782226915000,162,172,174,1622,70.00,#A2ACAE
Milk,1782226915000,165,172,172,1620,70.00,#A5ACAC
Milk,1782226915000,167,170,175,1616,70.00,#A7AAAF
Milk,1782226914000,165,168,178,1619,70.00,#A5A8B2
Milk,1782226808000,194,199,208,1836,90.00,#C2C7D0
Milk,1782226808000,195,201,207,1842,90.00,#C3C9CF
Milk,1782226808000,194,200,203,1829,90.00,#C2C8CB
Milk,1782226808000,193,199,206,1843,90.00,#C1C7CE
Milk,1782226808000,194,203,206,1830,90.00,#C2CBCE
Milk,1782226807000,192,198,204,1834,90.00,#C0C6CC
Milk,1782226807000,194,203,207,1843,90.00,#C2CBCF
Milk,1782226807000,196,198,203,1826,90.00,#C4C6CB
Milk,1782226807000,198,199,204,1833,90.00,#C6C7CC
Milk,1782226807000,198,200,204,1827,90.00,#C6C8CC
Milk,1782226806000,196,198,205,1839,90.00,#C4C6CD
Milk,1782226806000,193,203,203,1834,90.00,#C1CBCB
Milk,1782226806000,196,201,206,1835,90.00,#C4C9CE
Milk,1782226806000,195,203,202,1828,90.00,#C3CBCA
Milk,1782226806000,196,203,206,1844,90.00,#C4CBCE
Milk,1782226805000,197,203,207,1825,90.00,#C5CBCF
Milk,1782226805000,198,200,206,1838,90.00,#C6C8CE
Milk,1782226805000,195,198,208,1829,90.00,#C3C6D0
Milk,1782226805000,196,198,202,1845,90.00,#C4C6CA
Milk,1782226805000,198,200,208,1840,90.00,#C6C8D0
Milk,1782226804000,193,200,206,1831,90.00,#C1C8CE
Milk,1782226804000,198,203,202,1830,90.00,#C6CBCA
Milk,1782226804000,198,198,207,1840,90.00,#C6C6CF
Milk,1782226804000,195,203,202,1841,90.00,#C3CBCA
Milk,1782226804000,198,197,206,1845,90.00,#C6C5CE
Milk,1782226803000,198,202,206,1840,90.00,#C6CACE
Milk,1782226803000,196,197,207,1841,90.00,#C4C5CF
Milk,1782226803000,193,198,207,1835,90.00,#C1C6CF
Milk,1782226803000,195,200,206,1841,90.00,#C3C8CE
Milk,1782226803000,198,198,204,1844,90.00,#C6C6CC
Milk,1782226802000,196,197,203,1834,90.00,#C4C5CB
Milk,1782226802000,193,198,207,1840,90.00,#C1C6CF
Milk,1782226802000,194,202,206,1829,90.00,#C2CACE
Milk,1782226802000,198,199,205,1828,90.00,#C6C7CD
Milk,1782226802000,198,197,207,1832,90.00,#C6C5CF
Milk,1782226801000,194,203,202,1840,90.00,#C2CBCA
Milk,1782226801000,193,199,202,1837,90.00,#C1C7CA
Milk,1782226801000,192,200,206,1840,90.00,#C0C8CE
Milk,1782226801000,194,197,207,1845,90.00,#C2C5CF
Milk,1782226801000,195,201,207,1836,90.00,#C3C9CF
Milk,1782226800000,195,197,207,1829,90.00,#C3C5CF
Milk,1782226800000,196,200,208,1829,90.00,#C4C8D0
Milk,1782226800000,198,198,207,1831,90.00,#C6C6CF
Milk,1782226800000,195,202,206,1834,90.00,#C3CACE
Milk,1782226800000,198,201,206,1832,90.00,#C6C9CE
Milk,1782226799000,193,198,204,1826,90.00,#C1C6CC
Milk,1782226799000,192,201,203,1844,90.00,#C0C9CB
Milk,1782226799000,196,198,203,1833,90.00,#C4C6CB
Milk,1782226799000,194,202,208,1843,90.00,#C2CAD0
Milk,1782226799000,193,202,205,1844,90.00,#C1CACD
Milk,1782226798000,193,197,206,1839,90.00,#C1C5CE
Milk,1782226798000,192,200,207,1844,90.00,#C0C8CF
Milk,1782226798000,193,203,203,1831,90.00,#C1CBCB
Milk,1782226798000,198,200,207,1840,90.00,#C6C8CF
Milk,1782226798000,193,201,202,1838,90.00,#C1C9CA
Milk,1782226797000,193,199,204,1835,90.00,#C1C7CC
Milk,1782226797000,195,198,207,1835,90.00,#C3C6CF
Milk,1782226797000,198,198,205,1825,90.00,#C6C6CD
Milk,1782226797000,192,197,205,1829,90.00,#C0C5CD
Milk,1782226797000,194,202,205,1841,90.00,#C2CACD
Milk,1782226796000,196,200,208,1840,90.00,#C4C8D0
Milk,1782226796000,194,201,203,1832,90.00,#C2C9CB
Milk,1782226796000,198,200,207,1842,90.00,#C6C8CF
Milk,1782226796000,192,197,205,1828,90.00,#C0C5CD
Milk,1782226796000,193,199,207,1839,90.00,#C1C7CF
Milk,1782226795000,194,200,206,1827,90.00,#C2C8CE
Milk,1782226795000,196,200,202,1844,90.00,#C4C8CA
Milk,1782226795000,196,200,207,1845,90.00,#C4C8CF
Milk,1782226795000,193,198,206,1825,90.00,#C1C6CE
Milk,1782226795000,193,198,207,1843,90.00,#C1C6CF
Milk,1782226794000,196,198,202,1828,90.00,#C4C6CA
Milk,1782226794000,193,201,205,1837,90.00,#C1C9CD
Milk,1782226794000,193,201,202,1845,90.00,#C1C9CA
Milk,1782226794000,192,202,208,1842,90.00,#C0CAD0
Milk,1782226794000,196,198,207,1827,90.00,#C4C6CF
Milk,1782226793000,195,203,202,1833,90.00,#C3CBCA
Milk,1782226793000,196,199,207,1843,90.00,#C4C7CF
Milk,1782226793000,196,203,204,1840,90.00,#C4CBCC
Milk,1782226793000,196,202,206,1835,90.00,#C4CACE
Milk,1782226793000,192,197,202,1829,90.00,#C0C5CA
Milk,1782226792000,192,198,206,1844,90.00,#C0C6CE
Milk,1782226792000,193,197,202,1830,90.00,#C1C5CA
Milk,1782226792000,198,203,206,1844,90.00,#C6CBCE
Milk,1782226792000,192,202,207,1828,90.00,#C0CACF
Milk,1782226792000,196,197,202,1831,90.00,#C4C5CA
Milk,1782226791000,195,197,207,1836,90.00,#C3C5CF
Milk,1782226791000,194,197,204,1837,90.00,#C2C5CC
Milk,1782226791000,196,198,208,1831,90.00,#C4C6D0
Milk,1782226791000,192,201,204,1840,90.00,#C0C9CC
Milk,1782226791000,195,200,208,1843,90.00,#C3C8D0
Milk,1782226790000,195,197,203,1841,90.00,#C3C5CB
Milk,1782226790000,194,199,203,1827,90.00,#C2C7CB
Milk,1782226790000,194,202,203,1825,90.00,#C2CACB
Milk,1782226790000,197,197,205,1825,90.00,#C5C5CD
Milk,1782226790000,194,198,203,1830,90.00,#C2C6CB
Milk,1782226789000,198,199,207,1844,90.00,#C6C7CF
Milk,1782226789000,198,201,203,1829,90.00,#C6C9CB
Milk,1782226789000,196,203,207,1831,90.00,#C4CBCF
Milk,1782226789000,192,200,207,1838,90.00,#C0C8CF
Milk,1782226789000,195,201,206,1834,90.00,#C3C9CE
Milk,1782226788000,198,201,207,1828,90.00,#C6C9CF
Milk,1782226788000,193,197,207,1834,90.00,#C1C5CF
Milk,1782226788000,194,199,208,1833,90.00,#C2C7D0
Milk,1782226788000,197,198,202,1845,90.00,#C5C6CA
Milk,1782226788000,195,201,202,1842,90.00,#C3C9CA
Milk,1782226787000,193,200,206,1839,90.00,#C1C8CE
Milk,1782226787000,197,200,203,1845,90.00,#C5C8CB
Milk,1782226787000,198,197,206,1827,90.00,#C6C5CE
Milk,1782226787000,195,203,202,1832,90.00,#C3CBCA
Milk,1782226787000,197,198,202,1845,90.00,#C5C6CA
Milk,1782226786000,196,200,202,1839,90.00,#C4C8CA
